Family,Species,Latitude,Longitude,Location,Source
Hipposideridae,Hipposideros speoris,19.11,79.09,"9 Pipula Canal, Jannaram, Adilabad Dist, Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,18.476,80.499,"Bagotha Waterfall, Khanmam Dist, Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,17.19,79.2,"Nalgonda, Nalgonda Dist, Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,11.939,75.862,"Aralam Wildlife Sanctuary, Kannur Dist., Kerala",OU.NHM Collection
Hipposideridae,Hipposideros speoris,17.409,78.542,"Near Environmental science Department, Osmania University, Hyderabad, Telangana State",OU.NHM Collection
Hipposideridae,Hipposideros speoris,14.174,74.656,"Kanoor Kote, Khandodi, Shivamogga district, Karnataka",OU.NHM Collection
Hipposideridae,Hipposideros speoris,14.036,74.634,"Hallyani Jain Temples, Uttara Kanara, Karnataka",OU.NHM Collection
Hipposideridae,Hipposideros speoris,14.486,78.898,"Ballamadadi gutta, Near Machapally Darga, Kadapa Range, Andhra Pradesh",OU.NHM Collection
Hipposideridae,Hipposideros speoris,14.338,78.851,"Ippapenta Beat, Mamilapally Section, Pandikona, Kadappa District, Andhra Pradesh",OU.NHM Collection
Hipposideridae,Hipposideros speoris,14.484,78.987,"Sidavatam, Kapartheeswara Swamy Kona, Temple rooms, Kadappa District, Andhra Pradesh",OU.NHM Collection
Hipposideridae,Hipposideros speoris,13.799,79.367,"Boodipunugu Cave, Ballapali range, Koduru, Kadappa District, Andhra Pradesh",OU.NHM Collection
Hipposideridae,Hipposideros speoris,10.75,78.683,"Kavi Bharati Nagar, Tirichirapalli, Tamil Nadu, India",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,10.383,78.8,"Kalayanpuram, Podukkottai, Tamil Nadu, India",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,8.717,77.733,"Kattnayakan, Palayamkottai, Tirunelveli, Tamil Nadu",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,8.717,77.766,"KTC Nagar, Tirunelvelii, Tamilnadu",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,10.017,77.467,"Theni, Tamil Nadu, India",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,10.95,78.433,"Tiruchirappalli, Tamil Nadu, India",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,10.767,76.633,"Palakkad, Kerala, India",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,10.517,76.2,"Aranattukara, Thrissur, Kerala",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,13.067,74.967,"Puthige, Karnataka, India",Chinnasamy et al. (2011)
