"Family","Species","Latitude","Longitude","Location","Source"
"Pteropodidae","Rousettus leschenaultii","29.76",79.453,"Kumaon, Uttarakhand, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","26.503",89.019,"Kuntimari, Jalpaiguri, West Bengal, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","6.854",80.167,"Labugama, Western Province, Sri Lanka","AMNH"
"Pteropodidae","Rousettus leschenaultii","31.567",74.34,"Lahore, Punjab, Pakistan","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","22.973",78.656,"Lamataghat, Madhya Pradesh, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","13.01",80.22,"Madras (=Chennai), Chennai district, Tamil Nadu","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","17.92",73.65,"Mahabaleshwar, Satara Dist., Maharashtra","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","34.503",71.904,"Malakand, NWFP, Pakistan","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","25.894",68.524,"Malir (ca. 10 mi. E. Karachi)., Karachi, Sind, Pakistan","AMNH"
"Pteropodidae","Rousettus leschenaultii","31.716667",76.916667,"Mandi, Himachal Pradesh, India","Bhat et al., 1983"
"Pteropodidae","Rousettus leschenaultii","22.59",80.37,"Mandla, Madhya Pradesh, India","Harshey & Chandra, 2001"
"Pteropodidae","Rousettus leschenaultii","21.396",79.266,"Mansar, Maharashtra","Bhide & Gupta, 1986"
"Pteropodidae","Rousettus leschenaultii","6.225",80.288,"Mapalagama, Southern Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","19.248",76.776,"Marathwada, Maharashtra, India","Gopalakrishna and Madhavan, 1970"
"Pteropodidae","Rousettus leschenaultii","15.3",73.95,"Margao, Goa, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","7.467",80.624,"Matale, Central Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","15.38",74.17,"Mollem, Goa, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","10.833",78.288,"Morappanadu, Tamil Nadu","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","6.839",79.875,"Mount Laviniya, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","14.437",74.46,"Muroor, Karnataka, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","34.359",73.471,"Muzzaffarabad, Disputed Kashmir","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","8.581",76.992,"Mylandy, Kerala, India","Molur et al. 2002"
"Pteropodidae","Rousettus leschenaultii","12.03",76.14,"Nagarahole, Karnataka, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","29.38",79.45,"Naini Tal, Uttarakhand, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","20.385",85.781,"Nandankanan, Cuttack, Orissa","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","19.195",77.305,"Nanded, Maharashtra, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","8.491",77.658,"Nanganeri, Tamil Nadu","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","26.303",74.733,"Nasirabad, Rajasthan, India","Wroughton, 1918"
"Pteropodidae","Rousettus leschenaultii","23.555",93.323,"North Khawbung, Murlen, Aizwal, Mizoram","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","6.733333",80.433333,"Pagoda, Sabaragamuwa Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","8.72",77.73,"Palayamkoltai, Tamil Nadu, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","7.533333",80.65,"Pallama, Central Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","27.17",90.15,"Panjurmane, Bhutan","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","6.88",81.11,"Passara Hills, Uva Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","25.61",85.14,"Patna, Bihar, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","30.15",78.783333,"Pauri, Uttar Pradesh, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","7.25",80.66,"Peradeniya, Central Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","29.58",80.22,"Pithoragarh, Uttarakhand, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","15.408",73.998,"Ponda, Goa","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","7.01",80.66,"Pundaluoya, Central Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","18.47",73.79,"Pune, Maharashtra, India","Rookmaaker & Bergmans, 1981"
"Pteropodidae","Rousettus leschenaultii","19.8",85.85,"Puri, Orissa, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","26.011",76.438,"Rajbagh, Ranthambore TR, Sawai Madhopur, Rajasthan","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","16.99",73.29,"Ratnagiri, Maharashtra, India","Brosset, 1962a"
"Pteropodidae","Rousettus leschenaultii","6.691",80.386,"Ratnapura, Sabaragamuwa Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","21.4",83.88,"Sambalpur, Orissa, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","12.468",75.585,"Sampaje, Kodagu, Karnataka","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","19.813",85.831,"Satpara, Puri, Orissa","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","8.491",77.723,"Senbagamanallur, Tamil Nadu","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","8.475",77.442,"Sengaltheri, Thirunelveli, Tamil Nadu, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","32.497",74.536,"Sialkot, Punjab, Pakistan","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","25.49",90.24,"Siju Cave, West Garo Hills, Meghalaya","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","11.22",76.48,"Silent Valley National Park, Kerala, India","Molur et al. 2002"
"Pteropodidae","Rousettus leschenaultii","22.5",85.5,"Singhbhum, Jharkhand, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","25.211",90.62,"South Garo Hills, Meghalaya, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","8.62",77.93,"Sri Vaikundam, Tamil Nadu, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","8.15",77.46,"Suchindrum, Tamil Nadu, India","Molur et al. 2002"
"Pteropodidae","Rousettus leschenaultii","22.12",84.03,"Sundargarh, Orissa, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","21.943",88.857,"Sunderbans, Bangladesh","Khan, 2001"
"Pteropodidae","Rousettus leschenaultii","9.66",77.3,"Suruli Hills, Tamil Nadu, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","24.897",91.871,"Sylhet, Bangladesh","Khan, 2001"
"Pteropodidae","Rousettus leschenaultii","29.39",79.45,"Tanakpur, Nainital, Uttarakhand","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","27.449",88.529,"Teen-ku-Pokhari, Hee Gyathang, Sikkim","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","23.16",92.944,"Teirei, Dampa Sanctuary, Aizwal, Mizoram, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","9.6",77.2,"Thekkady, Iddukki, Kerala","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","10.006",77.472,"Theni, Tamil Nadu","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","8.439",77.601,"Thirukkurgudi, Tamil Nadu","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","9.88",78.07,"Thirupparangundram, Tamil Nadu, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","8.48",76.94,"Thiruvananthapuram, Kerala","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","8.44",76.92,"Trivandrum, Kerala, India","Molur et al. 2002"
"Pteropodidae","Rousettus leschenaultii","25.51",90.21,"Tura, Meghalaya, India","AMNH"
"Pteropodidae","Rousettus leschenaultii","23.416667",78.633333,"Umaria, Madhya Pradesh, India","Harshey & Chandra, 2001"
"Pteropodidae","Rousettus leschenaultii","7.28",80.82,"Urugala, Central Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","22.307",73.181,"Vadodara, Gujarat","Brosset, 1962a"
"Pteropodidae","Rousettus leschenaultii","25.28",82.95,"Varanasi, Uttar Pradesh, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","12.2",75.8,"Virajpet, Karnataka, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","16.136",77.35,"Maliabad, Raichur Dist., Karnataka","OU.NHM Collection"
"Pteropodidae","Rousettus leschenaultii","13.115",78.033,"Arabhikothanur, Kolar Dist., Karnataka","OU.NHM Collection"
"Pteropodidae","Rousettus leschenaultii","21.412",79.268,"Kandri Moil Cave, Nagpur, Nagpur Dist., Maharashtra","OU.NHM Collection"
"Pteropodidae","Rousettus leschenaultii","17.885",73.666,"Robber's Cave, near Mahabaleshwar, Satara Dist., Maharashtra","OU.NHM Collection"
"Pteropodidae","Rousettus leschenaultii","34.0074494",71.01360361,"Tura Gata, Malakand division, Khyber Pakhtunkhwa, Pakistan","Salim 2018"
"Pteropodidae","Rousettus leschenaultii","34.007692",71.013394,"Cupni, Malakand division, Khyber Pakhtunkhwa, Pakistan ","Salim 2018"
"Pteropodidae","Rousettus leschenaultii","34.00831",71.013006,"Brah, Malakand division, Khyber Pakhtunkhwa, Pakistan ","Salim 2018"
"Pteropodidae","Rousettus leschenaultii","34.01018",71.013251,"Daim, Malakand division, Khyber Pakhtunkhwa, Pakistan ","Salim 2018"
"Pteropodidae","Rousettus leschenaultii","28.600278",83.650278,"Annapurna Himal 25 k S of Jomsom, Nepal","Csorba et al 1999"
"Pteropodidae","Rousettus leschenaultii","26.5355",91.7186,"Goreswar, Assam","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","21.4714",76.2897,"Asirgarh Fort, Madhya Pradesh","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","23.0511",80.7076,"Hatdol cave, Madhya Pradesh","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","23.1118",79.8356,"Lamheta Ghat, Madhya Pradesh","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.6456",77.9062,"Narwar fort, Madhya Pradesh","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.4617",78.144,"Karera Fort, Madhya Pradesh","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.6333",90.75,"Darugiri, Meghalaya","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.6512",90.6074,"Songsak, Meghalaya","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.5314",90.592,"Williamnagar, Meghalaya","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.1823",90.7925,"Mahesh-Khola, Meghalaya","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.8963",91.7684,"Lailad, Meghalaya","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.9301",91.9535,"Pahamshken, Meghalaya","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.6791",91.9069,"Sumer, Meghalaya","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.0587",92.3826,"Umkiang, Meghalaya","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","25.1588",91.1919,"Kharkhana, Meghalaya","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","31.0166",76.9666,"Gambhar, Himachal Pradesh","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","30.9045",77.0967,"Solan, Himachal Pradesh","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","21.404",79.3635,"Khindsi, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","18.7552",73.4445,"Maval, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","18.5011",73.5138,"Mulshi, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","19.2032",73.8743,"Junnar, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","18.1458",73.843,"Bhor, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","18.3521",74.0329,"Saswad, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","18.789",73.3414,"Khopoli, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","17.9487",73.8919,"Wai, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","18.2347",73.4464,"Raigad, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","18.7546",73.4062,"Lonavala, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","19.33421",73.784932,"Malshej Waterfall, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","21.065472",79.823888,"Lakhani, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","19.9726",76.5083,"Lonar Crater and Wildlife Sanctuary, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","17.9845",74.436,"Phaltan, Maharashtra","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","16.3848",73.9553,"Radhanagari WLS","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","23.5591",92.7065,"Aibawk, Mizoram","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","23.5666",92.3666,"Dampa, Mizoram","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","28.731305",77.218609,"Wazirabad, New Delhi","Saikia 2018"
"Pteropodidae","Rousettus leschenaultii","10.4481",76.1871,"Aralam, Kerala, India","Srinivasulu pers obs"
"Pteropodidae","Rousettus leschenaultii","28.219311",83.99679,"Ranipauwa, Myagdi, Nepal","Sharma et al 2018"
"Pteropodidae","Rousettus leschenaultii","26.10386806",94.56705043,"Naltoqa, Zunhetobo district, Nagaland","Sinha 1999"
"Pteropodidae","Rousettus leschenaultii","27.085656",93.542039,"Chessa, Papumpare district, Arunachal Pradesh","Sinha 1999"
"Pteropodidae","Rousettus leschenaultii","7.5033",81.233,"Maduru-Oya National Park, Sri Lanka","Edirisinghe et al 2018"
"Pteropodidae","Rousettus leschenaultii","25.710556",94.906389,"Mimi, Kiphire district, Nagaland","Mani et al 2017"
"Pteropodidae","Rousettus leschenaultii","23.391392",86.965064,"Susunia, Bankura, West Bengal","Das 2003"
"Pteropodidae","Rousettus leschenaultii","27.129699",88.503418,"Tarkhola, Darjeeling, West Bengal","Das 2003"
"Pteropodidae","Rousettus leschenaultii","23.071237",88.1438,"Barul, Hugli, West Bengal","Das 2003"
"Pteropodidae","Rousettus leschenaultii","26.667132",88.978503,"Khuntimari, Jalpaiguri, West Bengal","Das 2003"
"Pteropodidae","Rousettus leschenaultii","26.866823",88.898359,"Sulkapara, Jalpaiguri, West Bengal","Das 2003"
"Pteropodidae","Rousettus leschenaultii","22.36395",87.15668,"Balivasa, Mednipore, West Bengal","Das 2003"
"Pteropodidae","Rousettus leschenaultii","23.110114",88.459673,"Baruipara, S 24 paraganas, West Bengal","Das 2003"
"Pteropodidae","Rousettus leschenaultii","22.403738",88.186261,"Bawali, S 24 paraganas, West Bengal","Das 2003"
"Pteropodidae","Rousettus leschenaultii","27.533889",84.334167,"Royal Chitwan National Park, Tiger Tops, Dhangari Khola, Nepal","Myers et al 2000"
